"ediazj","1366751190000","-3.76976118","40.24546644","Parla","Un Bayern demoledor sentencia (a priori) a un Barcelona nulo..."
"SolciVargaas","1366773891000","-58.24143","-34.71746","","Estaba mirando el partido del Bayern y Barcelona.. 5mentarios."
"dammeenn","1366773901000","106.7379187","-6.2076313","Kembangan","pagi barcelona??4-0 #KetawaGuling"""
"staralve","1366773901000","44.0386766","9.5691853","","@Sarukhji  @Shy_michelle: Barcelona fans now know wat it is to be Arsenal Fans! Walking in their shoes."""
"Montoya_9","1366773913000","","","Torreón","Hoy un dia triste por la derrota del barcelona .. pero aun falta 90 minutos VISCA BARCA"
"DirtySandra","1366773917000","","","Barcelona","@VINNYGUADAGNINO I know it is impossible you read my tweet but I wonder if ControlTheCrazy will be available in Spanish?love from Spain xx"
"LuisBecs","1366773935000","","","Cuauhtémoc","#YaMeAcostumbréA que mi Barcelona siempre da remontada y la semifinal de vuelta no sera la excepción."
"aldijafril","1366773946000","98.7224569","3.5681966","Medan Denai","Trashed.. RT @dw_sports Bayern Munich thrash Barcelona 4 -0 in Champions League semi http://t.co/dxvOGGKnT0"
"JakeHoward01","1366773946000","-88.00552589","42.82403966","Raymond","I can't believe Barcelona lost today... But they had a worthy opponent!! #bayernmunich"
"easyerik08","1366773956000","-84.28425986","34.00487159","Roswell","@LanyyLovee it's possible, if anything can do it Barcelona can! #hopeful #ViscaBarça"
"oscasais","1366773975000","","","Barcelona","@AbrahamSalas92 jajaja .. dios aquí acabamos de demostrar lo aburriikos ke estamos eh!!! #Grande"
"macs1236","1366773983000","-98.7580921","20.1101862","Pachuca de Soto","Me fui de la escuela para ver al barcelona ganar pero....... :'("
"dananada","1366773995000","","","Jetis","endi lambene pendukung barcelona????"
"farid_anshari","1366774000000","105.2417598","-5.363486","Kedaton","Barcelona menang possesion"
"yongjian9292","1366774011000","102.27625209","2.249698","Bukit Baru","Bayern 4-0 barcelona #katok #unbeleivable"
"JaviBonedLopera","1366774017000","2.4364157","41.5426449","Mataró","http://t.co/IWfttlgO4E @Carue_3xl"
"turoviedo","1366774017000","-115.10246401","36.03546728","Henderson","Desde el cielo bajo el Barcelona, desde el cielo bajo el Barcelona , era el Bayern   München, ere el Bayern München @eloviedo #laguadalupana"
"staralve","1366774029000","44.0386756","9.5691857","","@Sarukhji The Guardian live commentary at FullTime: ""It's all over and it's no exaggeration to say that Barcelona have been ripped a new one"
"Pakeii","1366774032000","-99.2452345","19.4642446","Naucalpan de Juárez","—Alumnos, hoy vamos a hablar sobre sexo.
—Maestra, ¿los que ya vimos la cogida que le metió el Bayern al Barcelona nos podemos salir?"
"cris_borja","1366774033000","2.175171","41.4370419","Barcelona","""@iMundoDisney: Es difícil no dudar cuando ya te fallaron una vez."":( :("
"Mazuera15","1366774036000","-75.4851801","5.054715","","Escuhando buena salsa y viendo comentarios pendejos de gente defendiendo al barcelona....Señores esa modita como q se esta acabando!!"
"javoteM","1366774043000","2.18015232","41.40008954","Barcelona","RT “@VG247: Pokémon Rumble U footage from Japan shows Nintendo's answer to Skylanders http://t.co/MykBsK3h8k”"
"LauritaFajardoA","1366774059000","-73.1311424","7.1531297","","""—Porque lloras hijo?
—Mi novia me termino.
—A mi no me engañas!, estas llorando porque el Bayern goleo al Barcelona, pendejo!."" Jajajaj #fb"
"GeomiLinda","1366774094000","-79.85373","-2.1868","","Mañana el clasiko ☺kisiera ver otros 5 goles metidos por Barcelona a Mierdelec !!!!"
"LuMinTo17","1366774106000","","","Medan Polonia","FUCKING LOLLLL !! RT @FootballFact101 LOOOOL! Bayern Munich v Barcelona on Redtube...You guys are too much!! LOL. http://t.co/yFPcD92Gn3"
"Oruz18","1366774113000","-89.62191486","20.95012474","Mérida","Y donde están todos esos que le iban al Barcelona solo demuestran que le van al equipo que este de moda. Buenas noches!"
"AxelMedina07","1366774120000","-107.46685373","24.80505631","Culiacán","Con una camisa del barcelona te as de ver hermosa 😍"
"Juan_The_Fuck","1366774122000","1.8938694","41.5417327","Olesa de Montserrat","Me he desvelado. :@"
"chavero258","1366774125000","-86.7363135","36.1174576","Nashville","Barcelona 0         ja ja ja"
"ConiDivi","1366774131000","2.1657077","41.3718731","Barcelona","Hoy en mi almuerzo shileno, como no sabia si pedir barros luco o chorrillana, pedí todo. La dieta se me fue a la chucha. Pero fui tan feliz."
"1porraloca","1366774132000","2.0117403","41.3917732","Sant Vicenç dels Horts","só faço merda, incrivel isso"
"1porraloca","1366774146000","2.0117775","41.3917883","Sant Vicenç dels Horts","é uma atras da outra"
"RafaMz","1366774148000","","","Pelotas","Bah que ""tufo"" o Barcelona(Messi e cia) tomou do Bayern... (4 a 0 em Munique) esses ""alemão"" são fod... kkkkk"
"hugs_me_niall","1366774152000","","","França","hahaha"
"Dalero91","1366774160000","","","Colombia","—Porque lloras hijo? —Mi novia me termino. —A mi no me engañas!, estas llorando porque el Bayern goleo al Barcelona, pendejo!."
"som_20","1366774161000","100.45501476","-0.91704844","Pauh","Amazing match!! Bayern 4 - Barcelona 0 (at Gedung PKM Universitas Andalas) [pic] — http://t.co/8wuA22yUAR"
"AngelicaCantosR","1366774165000","-79.8882622","-2.1383106","","""@vivianavaleria_: Presiento que ganara Barcelona y lo será (:"" OBVIOOOO❤❤"
"enlacanchapr","1366774172000","","","Minillas","http://t.co/qeg4zHNiTQ Aplastan al Barcelona"
"1porraloca","1366774182000","2.0117169","41.3918147","Sant Vicenç dels Horts","chega d internet, chega de viver"
"Franco0lmos","1366774196000","","","Brasil","Coma 4 le pusieron a barcelona que forros jaajajaja"
"EB3TC","1366774197000","0.61833333","40.99611111","Rasquera","Wind 0,0 km/h ---. Barometer 1014,1 hPa, Falling slowly. Temperature 9,0 °C. Rain today 0,0 mm. Humidity 95%"
"juceembranelli","1366774203000","-45.54951555","-23.03663139","Taubaté","@_GuiGabriel @gabrielyur_ mano todo arbitro joga a favor do Barcelona, nem começa com essa historia de roubar pq plmdds nada a ver"
"Wildan_Alectzo","1366774205000","","","Kota Madiun","muenchen kalahkan barcelona hahaaha"
"Amoa_Porta","1366774220000","","","España","La sociedad no decide quién eres, tu lo haces."
"cronopabs","1366774222000","","","Barcelona","Al final del día del libro: La teoría de los sistemas sociales de N. Luhmann a prueba: horizontes de aplicación.. @p00k4 Quizás te interese"
"MonstaCheekz_","1366774262000","-118.11407302","34.69174701","Lancaster","My dad all mad Barcelona lost . Haha"
"mongesdelmodern","1366774267000","","","Santa Coloma de Cervelló","Que Déu us doni un bon dia! Avui és Santa  Bova, verge, Felicitats! ...Esnif, Esnif"
"LaGarataMega","1366774292000","-66.0124224","18.2320293","Tomás de Castro","Te perdiste el programa de hoy?, escucha aqui nuestro 1er segmento.
Tema: La derrota del Barcelona 4-0 
#Escucha-- &gt;http://t.co/W4QtnARzXo"
"AlejandriinaO","1366774313000","","","España","Si supiera mi hermanito Antony que yo lo necesito más que él a mi."
"JulioXalapa","1366774324000","-99.18220795","19.41630666","Miguel Hidalgo","“@robertoperegoz: Como se saluda a partir de hoy en Barcelona??
@DF_Becerril, @kafaguz http://t.co/ayOOU2C5jU” como ves Karla?"
"PoloLafaurie","1366774331000","-74.82930997","11.0079381","","La clavada del bayern munchen al Barcelona hoy; #HeyMkBarro"
"AduraAdura","1366774334000","-79.4201577","43.8084689","York","Bayern Munich 4-0 Barcelona - The end of an era &amp;amp; the final chapter for the game's greatest… http://t.co/nKt2GPAQMX"
"RojoCarnivoro","1366774337000","","","Brasil","@DavidHAlonso A menos que lo cite para compararlo con Henry Miller y dejarlo como hoy dejó el Bayern al Barcelona..."
"oscasais","1366774338000","","","Barcelona","Disfrutar de un piano tocando sólo para ti #Sueño"
"NOGUERAWILLIAM","1366774359000","-74.81265824","11.02080435","","Marocco da a entender q el Bayern gano porque el Barcelona jugo mal, q el barcelona le mete un 4 a 0 facil al bayern, q tipo pasional"
"DesireeGracia","1366774367000","1.2163503","41.1247297","Tarragona","A seguir repasando con historia. Buenos dias #twitteron"
"30demayo1979","1366774384000","2.00942158","41.56780761","Terrassa","@NERVISMORENO1 :-("
"1porraloca","1366774386000","2.011799","41.3918101","Sant Vicenç dels Horts","foda-se essas merda, vo excluir minhas redes sociais, vou ter so os whatsapp agora"
"Dr_harikrishnan","1366774395000","80.25161127","13.06368295","","Guess the days of Barcelona are over!! Hail #bayernmunich"
"Dus_Ramirez","1366774395000","-76.3704685","-6.4814051","","Mi película porno favorita, es esa donde el Bayern Múnich le da durisimo al Barcelona"
"980francisco","1366774405000","","","Pombal","O que foi aquilo com o Barcelona?"
"ridesharold","1366774408000","","","Francia","JAAJJAAJJAJAJAJAJAJJAJAJAJAJAJAJAJAJAJAJAJAAJJAJAJAJAJAJAJJAJAJAJAJAJJAJAJAJAJAJAJJAJAJAJAJ me caí de las escaleras"
"zahin_ax7","1366774410000","101.6437448","3.120813","Sungai Buloh","barcelona diayam oleh bayern.. terbaikkk"
"1porraloca","1366774427000","2.0117494","41.3917943","Sant Vicenç dels Horts","quem quiser falar cmg, to lá, se nao foda-se."
"1porraloca","1366774429000","2.011738","41.391795","Sant Vicenç dels Horts","xau."
"oscasais","1366774436000","","","Barcelona","El último acorde no tiene porque ser amargo"
"Destriyaningsih","1366774436000","100.59161809","0.77333691","Kuntodarussalam","Hahaha ciaaaanRT @okezonenews: Barcelona Meratapi Kehancuran          http://t.co/gdkTF5Vnpy http://t.co/BWbwgOtLXZ"
"jovebl","1366774437000","2.1441155","41.4885072","Cerdanyola del Vallès","@SanJimUss gracias Santi"
"HubiJ","1366774440000","-66.77692339","18.45681801","Corcovado","Ah y lo d q barcelona perdio 4-0 espero q sea un sueño bye"
"30demayo1979","1366774441000","2.00948287","41.56777596","Terrassa","@NERVISMORENO1 :-) :-&amp; ;-)"
"ErickDan","1366774445000","-99.2282579","19.5998296","Atizapán de Zaragoza","""@omarberca: “@Adrian_Mau: Fue modita o no, el Barcelona ha sido el mejor equipo que he visto en toda mi vida/// es neta?!  #pff // sin duda"
"BarcelonaVE","1366774471000","2.16874","41.38558","Barcelona","temperature down 13°C -&gt; 11°C
humidity up 63% -&gt; 71%
wind 3km/h -&gt; 10km/h"
"getty87","1366774480000","36.80240005","-1.26500737","","Goodmorning to u too""@crazynairobian: Good morning. Though it's not such a good morning for Barcelona fans."""
"jovebl","1366774497000","2.1441155","41.4885072","Cerdanyola del Vallès","Llegar a casa y estar a 38, 5º de fiebre después de 23 horas de curro es muy guay. No recuerdo cuando fue mi ultima febrada ya..."
"agenqgsj","1366774507000","100.40067","-0.95975","Padang Timur","RT @okezonenews: Barcelona Meratapi Kehancuran          http://t.co/BrSPBxhriB http://t.co/ISKDoZ2Zx3"
"ConiDivi","1366774507000","2.1656984","41.3718788","Barcelona","@KoteFigueroa yo tuve un pinshe gringo por ahí una vez q me dibujó corazones como por 1 semana."
"Unik_YoYo","1366774531000","5.69383","6.34924","","Barcelona where humbled last night. What a Mess. Pu.#"
"dimaike","1366774535000","2.07768202","41.30361887","el Prat de Llobregat","I'm at Terminal 2B (El Prat de Llobregat, Barcelona) w/ 3 others [pic]: http://t.co/gyScyC1glo"
"JeanPierrePaz","1366774550000","-76.28074","3.5262","","Si el #Barcelona da vuelta a ese resultado de 4-0 me vuelvo fan No1 de ese equipo #EhDicho! @nataliavega25 @FabianCharria @Wilquino1"
"zou15","1366774551000","72.8316872","19.0535546","","German precision at its finest was on display last night! Dismantled Barcelona like they were a 3rd rate football club #bayern"
"30demayo1979","1366774552000","2.00946092","41.56771481","Terrassa","@NERVISMORENO1 [ = . = ] ( - . - )"
"Nirwanda_St","1366774573000","","","Riau","kan alah ambo sabuik. BARCELONA tu cik ayam ! :D amuah kanai babat 4-0 :D"
"NOGUERAWILLIAM","1366774577000","-74.81265479","11.02070938","","Decir q el Barcelona puede remontar es decir q el bayern no tiene nada,en fin hay periodistas hinchas y pasionales, el barcelona de cruyf uf"
"shappiu","1366774615000","101.73644802","3.2507831","Setapak","Debating about Bayern Munich v Barcelona (@ The Grill Cafe) http://t.co/grSnneRZtc"
"Nawaf_vip1","1366774620000","106.63877432","-6.19823786","Tangerang","Barcelona vs Bayern
http://t.co/MTyQ8bBZTs"
"henric77","1366774634000","","","Benito Juárez","“@gaberamcast: @titortega_4 Si Messi está del lado del Barcelona, entonces nada es imposible!” Hay si, hay si!! Mi paisita. @ursoalejandro"
"DavidNonell","1366774637000","2.17098474","41.40363567","Barcelona","Los #futuros del #IBEX  suben 38 puntos un 0,5% a esta hora http://t.co/vvkC1ewz8m"
"Vinycius92","1366774640000","-51.3819065","-22.1353181","Presidente Prudente","Surpreendeu a goleada do Bayern ontem contra o Barcelona, amanha sim tem Melhor do Mundo, Real Madrid e CR7 em campo."
"rafotas_ramos","1366774643000","-90.49335194","19.87042713","Campeche","@lorenzomarmu Simón ya vi la final Bayer vs Real Madrid padre y Barcelona en sus casitas como debe de ser jajajaja"
"SeedeRM7","1366774650000","","","Puebla","Hoy no me burle por la derrota del Barcelona, hasta cierto punto sentí feo por ella, que es demasiado Barcelonista..."
"oscasais","1366774661000","","","Barcelona","La belleza está en los detalles"
"alexanderkoene","1366774671000","4.9263788","52.37588924","Amsterdam","early birdy destination barcelona for Greif [client] emotive branding session #destinationhappiness"
"fabolousbuddy","1366774699000","106.832215","-6.164291","Gambir","Cukup sdh min barca sdh hancur berkeping d bully dr subuh RT @detikcom: Tekuk Barcelona, Mueller: Skor 4-0 Seperti Mimpi http://t.co/znt7th3"
"abdsidik16","1366774729000","106.8510639","-6.6645248","Ciawi","Barcelona kalah ? I Don't Care. Tetep #ViscaBarca"
"limoncontuiter","1366774738000","","","Barcelona","@nocomonoengordo Ahora se ponen ""Fecha"" de cuándo empezaron a ser Ana y Mia. O sea, qué mierda? jajajajaja."
"clawdiamann","1366774750000","2.18881569","41.41007556","Barcelona","@dhfmfl"
"dlv92","1366774757000","","","Spain","The worst thing about today's weather is the fact that ""it aint nothin yet"""
"fariasleonardo","1366774759000","-38.441914","-12.966415","Salvador","Como jogo bonito o Bayer, botou o Barcelona na roda!"
"ing_inurreta","1366774769000","-89.65399453","21.02031858","Mérida","—Porque lloras hijo?
—Mi novia me termino.
—A mi no me engañas!, estas llorando porque el Bayern goleo al Barcelona, pendejo!."
"Amoa_Porta","1366774795000","","","España","@Unaasesinamas :'), Si, yo tambien te quiero muchoooooo o oo o&lt;3."
"TheNatts_10","1366774802000","-106.27671626","31.70063846","El Paso","I hope they fucking lose 😘😘😘😘 RT “@BereeOrtega: and Barcelona lost 👏 Madrid WILL win tomorrow fooshooo 😎”"
"Zp3nc3rr","1366774802000","-101.01832809","25.37709085","Saltillo","“@gummy87: La cogidota que le están dando al Barcelona, aaaalalalalala.” Y si...."
"Amoa_Porta","1366774809000","","","España","No se dice 'Quedate si quieres' se dice 'Quedate, hazlo por mi'."
"Chandra_Lombeng","1366774817000","","","Kota Manado","Barcelona come on you can do ..."
"luisburgosr","1366774820000","-78.12067","0.36886","","@fcobriz fueron jugadas fortuitas, pero hoy paso vergüenza el Barcelona, termino arrinconado y basureado, que pena, veamos al Madrid mañana"
"mariiajosee23","1366774858000","","","Maçanet de la Selva","@adriaortega ME
ENCANTA RIHANNA ES MI IDOLA LA ADMIRO MUCHÍSIMO,  SERIA  FANTÁSTICO   PODER  VERLA EN  DIRECTO XFAVOR #RihannaVip40cat   22"
"AmirrulIqmal2","1366774875000","102.0046524","2.3712608","Kuala Sungai Baru","KELAB CATALAN DUNIA FC BARCELONA DIBELASAH DGN JRINGAN 4 0 AWL PGI TD..BAYERN MUNICH AKN KE FINAL PUNYE LAH..COMFORM.."
"aloneibar","1366774905000","","","Barcelona","@MarioAlonsoPuig: Los tres elementos que conforman el carácter del verdadero  #emprendedor http://t.co/7QXr9g4Qo3 … vía @elconfidencial"
"cifae","1366774909000","106.7236461","-6.1903514","Kembangan","Senengnya Barcelona kalah.. Ckckck"
"dbalieiro","1366774916000","1.753141","41.521957","Piera","[♬] Game of Thrones ∞ #AWESOMENESS #WinterIsComing ♩♪♫♬ #MusicTalk #NowPlaying #WikiFlag @Spotify @GameOfThrones http://t.co/qwR6DqE3DG"
"RawdyReales","1366774930000","-73.2683525","10.4469988","","http://t.co/WT1ERMQQvJ goleada escandalosa...."
"DiegoGolden","1366774957000","-69.8611415","18.4902306","","""@ismigigi: JAJAJAJA “@Footy_Jokes: Barcelona. http://t.co/QwbB8vcM4j”"" @Orlandiinho"
"ljnlnx","1366774959000","1.62292628","41.28585506","L'Arboç","""Si ens aixequem ben d'hora, i sense retrets, som un país imparable"". Doncs endavant, tothom en peu! (@ Symyb) http://t.co/EYOwm501As"
"Ecce_H","1366774982000","2.16226801","41.3862888","Barcelona","@a_molinam d'acord."
"olivergoez21","1366774988000","-73.2540083","10.4769194","","""@GolCaracol: ¿Cuál de los cuatro goles del Bayern Munich a Barcelona le gustó más? http://t.co/xsjVHSEAPG"" @UsoCaruso aqui estan los goles"
"bradleege","1366775011000","-89.42987273","43.05562114","Madison","Just finished watching Bayern - Barcelona match on DVR.  WOW!!!  Complete team effort.  #MiaSanMia"
"Amoa_Porta","1366775034000","","","España","""El no sabe de tu existencia"" Ella aparenta que no le importa lo que digas, pero tu no la ves por las noches llorar."
"HegelsGM","1366775038000","","","Bilbao","ÚLTIMO MOMENTO Los jugadores del #Bayern estan detenidos en una comisaría de #Munich acusados de violación La denuncia la hizo el #Barcelona"
"steffaPRINCE112","1366775040000","-79.42326929","9.05124714","","@UsoCaruso. Que te pasa. Barcelona loco"
"Greeciaa11","1366775050000","-110.9194975","31.27338047","Nogales","@michchufragiss @GabyGabi99 @ilvoloNicas @IlVoloversWAL @piero_barone @minna_barone de soccer? FC Barcelona &lt;3 mi idolo es Messi y el tuyo??"
"BorgesGamer","1366775071000","","","Minas Gerais","Barcelona amarelou, sinceramente, amarelou!"
"MvbsF","1366775083000","0.0","0.0","","Dynamo Kiev RT@soal__BOLA: Sebelum Bayern, Tim terakhir yang berhasil kalahkan Barcelona 0-4 ? #soalBOLA"""
"Ecce_H","1366775100000","2.16222933","41.38633135","Barcelona","@auraneurotica en el global es una sociedad llena de prejuicios y prenociones, como todas pero a esto adhiero la crisis y se agrava la xenof"
"RawdyReales","1366775109000","-73.2682808","10.4470177","","@UsoCaruso el mejor del mundo es el Barcelona. . Tu papa.."
"ViktorLudkov","1366775110000","","","Тамбов","thinking that result from barcelona no one expected"
"Pikalave","1366775119000","119.5380294","-5.0560742","Maros Baru","Haha Bayern \m/""@Ghufroonn: Kenapa harus 4-0 Barcelona.!! :( Kenapa.??"""
"ConiDivi","1366775121000","2.1657145","41.3718623","Barcelona","Leo tweets sobre gente alumbrá. Varios creían q yo era así por cómo me decían. Espero haberles cambiado esa idea, soy lo más guachaca q hay."
"trendinaliaBCN","1366775122000","2.17","41.3857","Barcelona","El hashtag #empleo va ocupar dilluns 22, la 16ª posició en el Top20 dels Trending Topics de Barcelona: http://t.co/JQW8juowVK"
"_AntonioTavares","1366775126000","-36.91303719","-5.5777549","Açu","Perdemos, mais não vai ser por isso que eu vou deixar de torçe pro Barcelona não"
"Ecce_H","1366775132000","2.1622524","41.38630969","Barcelona","#WakeUp"
"Amoa_Porta","1366775135000","","","España","@Unaasesinamas :* ¿Cuando estaras por la AEB? no te eh visto..."
"luifertovias","1366775164000","-66.74910193","-14.85959399","Brasil","@HDF_ESPN
Yo creo q esta difícil 
Pero todo es difícil pero no imposible espero q gane Barcelona"
"diegosilva_na","1366775167000","-40.8351694","-14.846703","Vitória Da Conquista","#boatos dizem k existe um time chamado #barcelona  ou existia  kem são eles pra jogar a final com o #corinthians"
"AnaWhiteFirefly","1366775184000","1.9772431","41.2750109","Castelldefels","Tío, sus putos muertos."
"mazimmus","1366775194000","101.55351143","3.09761029","Damansara","peminat Barcelona hanya muncul bila dorang menang, bila kalah senyap hilang, ""peminat"""
"limoncontuiter","1366775197000","","","Barcelona","Las niñas de ahora son tan idiotas, que deciden ser anoréxicas porque lo ven una manera de ser más 'guays' y hasta le ponen fecha."
"hashimafzal","1366775220000","-112.20821782","33.6699651","Glendale","Barcelona didn't even make it to the other goal, with 66 possession http://t.co/woo5ziMOTI"
"Amoa_Porta","1366775222000","","","España","esa chica que siempre esta feliz, por dentro esta destrozada."
"Ecce_H","1366775223000","2.16223483","41.386314","Barcelona","“@elcomerciocom: Inició el proceso de remoción del Alcalde de #Riobamba. Más detalles: http://t.co/w9iovFnQ7o” @_juankp_ JUICIO PENAL espero"
"pedro_campi","1366775227000","-49.2531574","-25.3899161","Curitiba","@lbertozzi @LARGOESPN putz, depois de Bayern e Barcelona...."
"rodolfoR85","1366775228000","-74.1961371","11.2471306","","""@wolffquique: Hoy gran triunfo del Bayern Múnich sobré el Barcelona, pero siempre hay que esperar y todo se definirá en el Camp Nou ."""
"galink_14","1366775234000","106.88081385","-6.19037112","Pulo Gadung","@zackymirza_ kalah ustd, ustd dukung barcelona tad?"
"Zckrodriguez","1366775261000","-71.6246536","10.5642939","","""@EdisonParra: Si el Barcelona Remonta dejo Twitter."" El resultado es Irreversible !"
"lluismolins14","1366775265000","2.1841915","41.396492","Barcelona","Bon dia st Fidel"
"Vallver_2","1366775269000","","","Barcelona","Bon dia pel matí! Avui toca matinar!"
"jamelendezc","1366775285000","-89.53761818","34.3692628","Mississippi","Con fe de que mañana el ídolo levanta. Vamos Barcelona!"
"CristianDRD","1366775292000","-62.4089","8.01488","","Mañana a las 8pm habra un cacerolazo porque los barcelonista no reconocen el resultado AJAJAJA #bayern #Barcelona"
"ConiDivi","1366775330000","2.1657039","41.3718359","Barcelona","@Numero127 Jajajajajaja las vueltas de la vida."
"AlejandriinaO","1366775335000","","","España","Voy a danzar sobre tu cuerpo, mientras la sonrisa de tu rostro, dibuja un universo."
"CodeSusi","1366775346000","2.1379938","41.41632522","Barcelona","Buenos dias família!!!!!
@40Andaya"
"iPeluch","1366775363000","-102.7612755","20.8169574","Tepatitlán de Morelos","La reacción de Mourinho al ver el resultado del partido del Barcelona. *Seguro me meten 10* http://t.co/E06oEeqFQB"
"48tresa","1366775370000","1.2899442","41.7806539","Guissona","http://t.co/h781Sq50tk"
"trendinaliaBLA","1366775373000","-64.692","10.133","","'Edmée Betancourt' apareció el lunes 22 ocupando el 17º lugar del Top20 en los Trending Topics de Barcelona: http://t.co/FRK9VVa1lq"
"paulobechara","1366775376000","-117.50156867","33.90935083","Riverside","Barcelona lost 4-0? 4-0?! ⚽ Where are all the bandwagon fans now? Haha"
"kancinno","1366775378000","","","Chile","le pasó a la U y no le va pasar al Barcelona"
"Pepe_Gafez","1366775395000","2.1204335","41.4096103","Barcelona","@LaTdP El principal problema a nivell global es que durant el temps que Vilanova estava a USA Roura s' ha cagat a l'hora de fer rotacions."
"bradleege","1366775396000","-89.430098","43.0556268","Madison","Today's Accomplishments: 1) Sign Goetze from Dortmund 2) Demolish Barcelona in Champions League. #BestDayEver #MiaSanMia"
"Ecce_H","1366775396000","2.16223007","41.38634418","Barcelona","@cotzuburguesa @_juankp_ lol"
"ricardo_b24","1366775413000","-80.0704853","-2.2118228","","Señores . Barcelona jugo hoy y  perdio 4 a 0 ... no se porque dicen ""manana gana barcelona"" ......"
"Ash_Kanto","1366775443000","","","Terrassa","@Aura_chann @YukiTheRandom @Silver_Lugia @Gold_Pkmn ¿Yo pervertido? *Se extraña* Mira, según Pikachu me las puso el!"
"ridesharold","1366775448000","","","Francia","Que flojera que te guste alguien."
"ConiDivi","1366775463000","2.1657057","41.3718478","Barcelona","Mi mami quedó embarazada de mi cuando tenía lista una beca para Musicología en Barcelona. Y cagó po, asiq ahora me tiene amenazá."
"aloneibar","1366775466000","","","Barcelona","Ana Santos Aramburo (Directora de @BNE_biblioteca) : ""Los funcionarios somos unos privilegiados"" http://t.co/QJn13UwsTe … vía @expansioncom"
"nassib10","1366775467000","35.6184403","33.9592981","","Barca's Defense &lt;&lt;&lt;&lt;&lt;&lt;&lt;&lt;&lt; Hummels IN! #barcelona #FCB #defender #transfer #hummels #pique #best #german"
"GaabrielCandido","1366775479000","-34.8636156","-7.1637593","João Pessoa","Barcelona é o cão !"
"christianmp20","1366775486000","2.56124846","41.74859158","Breda","#bondia"
"latifumarali20","1366775513000","13.14866","11.82695","","Bayern Munich destroyed Barcelona Today coz Messi of Barcelona Broke the record of there great Muller"
"PelosiJose","1366775519000","","","Brasil","Bayern 4 Barcelona 0 , fue un baile ""bavaro"", aca Thomas Muller marca el 1er gol. http://t.co/LP4D2e5tG2"
"Rammper","1366775520000","","","Reus","Buenos días!"
"faizziaf","1366775522000","","","Barcelona","barca aja digilas bayern. tapi champion sebelumnya @chelseafc yang mampu menahan serangan-serangan bayern. :) #ktbffh"
"dabunet","1366775526000","","","Chile","TE EXTRAÑO BARCELONA http://t.co/pDg2BNl2P1"
"Rammper","1366775541000","","","Reus","@montserrat237 Bon dia!"
"ConiDivi","1366775553000","2.1656974","41.3718382","Barcelona","""O usai los condones de a 8, o te abstenís de cualquier encamá""  (así, literal, de una, suave)."
"cesar7885","1366775558000","-99.77649791","19.36755478","Almoloya de Juárez","No se que le pasó al Barcelona pero que buena victoria del #bayern haber si no me decepcionan como el año pasado en la final"
"Amoa_Porta","1366775566000","","","España","@Unaasesinamas ¡Anda para la andres eloy! :')"
"adyantirahma","1366775620000","","","Barcelona","jam 6 pagi disini masih gelap banget....."
"FreakkBoy","1366775624000","","","Nova Iguaçu","mas então glr, me digam uma coisa, que pau a seco foi esse que o Barcelona tomou hj ? kkkkkkkkkkkkkkkkkkkkk'"
"sadam_faqih","1366775625000","106.892672","-6.2013613","Pulo Gadung","Rame2 mmbicarakan Barcelona...."
"SoyJuanTuNo","1366775642000","-74.8343967","10.9377596","","LOL RT @FootballFact101: LOOOOL! Bayern Munich v Barcelona on Redtube...You guys are too much!! LOL. http://t.co/kfIb3BQ1nK"""
"alixads","1366775652000","35.3200487","36.992199","Türkiye","Barcelona formasi giyip gezmekten utanmayan insanlar günaydin :)"
"dimasalhafidz","1366775671000","106.84916","-6.2075","Setia Budi","RT ""@bulutangkisRI: #Flashback Total Medals Olympic Games 1992 Barcelona of Indonesia| Gold: 2, Silver: 2, Bronze: 1 = 5 Medals"""
"rdrevolucion","1366775675000","2.07526158","41.29516596","El Prat de Llobregat","Montarse en el avión y que lo primero sea escuchar ""el cinturón es para que los cadáveres no se desparramen"". Suerte que no soy aprensivo."
"trafficspain06","1366775676000","2.04035838","41.37042059","Sant Joan Despí","#IncDGT el 23-04-2013 22:41:00 tipo #OBRA (OBRAS EN GENERAL) #BLANCO   en #BARCELONA (SANT FELIU DE LLOBREGAT) vía #A2 #PK605_0 NORTE"
"FadelGemayel","1366775689000","35.70729631","33.92866946","","“@FootballFact101: LOOOOL! Bayern Munich v Barcelona on Redtube...You guys are too much!! LOL. http://t.co/67DNL4Qjsa” Hahahahahahahahaha"
"josen776","1366775699000","2.10263813","41.56025288","Sabadell","Good ♥ morning @ เลี้ยงฟ้าใหม่(อาตือ)ข้าวไก่อบ http://t.co/3VnRdzgV6C"
"SoyJuanTuNo","1366775720000","-74.8343967","10.9377596","","""@Super_Champions: The last 9 games for #Bayern before today's result against #Barcelona #UCL #FCB #Barca http://t.co/yRrYq1qB2T"""
"Amoa_Porta","1366775756000","","","España","""El dolor de un parto equivale a 20 huesos rotos a la vez"" a la mierda, yo adopto."
"iwafirdaus","1366775761000","107.69782375","-6.91310313","Ujungberung","HIDUP !!! @nhila_nurul: HIDUP BARCA :D ""@iwafirdaus: MENANG DIHUJAT KALAH DIHINA NAMUN KAMI TETAP BANGGA UNTUK DUKUNG BARCELONA"""
"Cleidudo_ofwg","1366775773000","28.2367747","-25.77276412","Pretoria","BARCELONA IS A PIECE OF RACCOON POO !!!"
